timestamp,open,high,low,close,volume
2026-02-08 18:00:00,70786.0,71418.0,70750.0,71147.25,643.64182
2026-02-08 19:00:00,71147.24,71538.05,71142.77,71422.97,466.64362
2026-02-08 20:00:00,71422.96,71427.73,70700.03,70835.17,803.14197
2026-02-08 21:00:00,70835.17,71136.03,70524.14,70700.0,621.70092
2026-02-08 22:00:00,70700.01,71100.04,70652.11,71066.09,568.07657
2026-02-08 23:00:00,71066.09,72271.41,70000.0,70330.38,2834.32509
2026-02-09 00:00:00,70330.38,70774.4,70123.02,70502.38,961.77536
2026-02-09 01:00:00,70502.37,70926.4,70068.18,70369.53,1060.82602
2026-02-09 02:00:00,70369.53,71000.0,70220.12,70629.99,832.82995
2026-02-09 03:00:00,70629.99,71453.53,70614.07,71307.56,1165.88308
2026-02-09 04:00:00,71307.56,71359.37,70924.13,71005.01,663.12266
2026-02-09 05:00:00,71005.01,71112.0,70805.0,71044.51,554.37782
2026-02-09 06:00:00,71044.51,71044.52,70311.7,70667.95,697.3032
2026-02-09 07:00:00,70667.96,70902.51,70331.57,70422.59,1015.80172
2026-02-09 08:00:00,70422.59,70608.83,69393.97,69873.99,1595.15551
2026-02-09 09:00:00,69873.45,70116.0,69478.63,69630.35,1112.26419
2026-02-09 10:00:00,69630.35,69730.38,68420.58,68727.88,2052.69575
2026-02-09 11:00:00,68727.88,69022.89,68573.31,68928.72,1348.78221
2026-02-09 12:00:00,68928.71,69262.91,68857.97,69147.01,1009.44887
2026-02-09 13:00:00,69147.02,69299.99,68586.48,68594.57,1029.85836
2026-02-09 14:00:00,68594.56,69755.59,68308.0,69272.0,2516.24849
2026-02-09 15:00:00,69271.99,69884.82,68780.0,69563.37,2308.23216
2026-02-09 16:00:00,69563.37,70428.48,69100.0,70093.01,1734.77412
2026-02-09 17:00:00,70093.0,71000.0,69870.65,70612.29,2206.43168
2026-02-09 18:00:00,70612.29,71012.0,70088.88,70418.68,1419.6332
2026-02-09 19:00:00,70418.67,71075.31,70260.0,70957.01,878.36448
2026-02-09 20:00:00,70957.01,71126.0,70500.0,70738.71,948.93614
2026-02-09 21:00:00,70738.71,70807.75,69823.52,70400.0,1102.83201
2026-02-09 22:00:00,70400.01,70719.7,70271.13,70372.96,530.94981
2026-02-09 23:00:00,70372.96,70572.84,70083.45,70138.0,406.20163
2026-02-10 00:00:00,70138.0,70255.36,69743.8,69827.33,569.13678
2026-02-10 01:00:00,69827.34,70527.59,69827.34,70486.82,544.68673
2026-02-10 02:00:00,70486.82,70486.82,69982.27,70102.89,444.00707
2026-02-10 03:00:00,70102.9,70166.22,69208.61,69511.83,911.79715
2026-02-10 04:00:00,69511.83,69906.5,69469.58,69831.62,489.42781
2026-02-10 05:00:00,69831.62,69864.0,69210.76,69447.64,565.92441
2026-02-10 06:00:00,69447.63,69499.9,68682.0,68921.35,1241.02042
2026-02-10 07:00:00,68921.36,69218.64,68852.43,68919.66,837.11514
2026-02-10 08:00:00,68919.66,69226.16,68725.81,69142.0,730.03493
2026-02-10 09:00:00,69141.99,69417.7,68950.0,69151.5,1044.9818
2026-02-10 10:00:00,69151.5,69258.52,68921.64,68921.68,686.30742
2026-02-10 11:00:00,68921.68,69085.79,68459.89,68535.01,1128.13956
2026-02-10 12:00:00,68535.02,68855.35,68434.0,68610.12,821.53118
2026-02-10 13:00:00,68610.11,69143.6,68370.23,69027.95,992.44284
2026-02-10 14:00:00,69027.94,69591.2,67800.0,68460.4,2352.751
2026-02-10 15:00:00,68460.4,69519.72,68300.9,69293.37,1676.38862
2026-02-10 16:00:00,69293.37,69810.35,68945.23,69517.71,1394.08093
2026-02-10 17:00:00,69517.71,69993.65,69309.35,69925.31,899.7843
2026-02-10 18:00:00,69925.31,69943.44,68604.63,68894.36,897.73226
2026-02-10 19:00:00,68894.36,69303.99,68690.32,69062.01,805.90106
2026-02-10 20:00:00,69062.0,69136.91,68629.47,68753.7,425.90627
2026-02-10 21:00:00,68753.69,69005.45,68362.0,68656.21,402.88764
2026-02-10 22:00:00,68656.22,68860.4,68566.8,68707.18,289.48213
2026-02-10 23:00:00,68707.18,68860.09,68506.2,68841.29,222.30327
2026-02-11 00:00:00,68841.28,69244.45,68784.47,69201.14,437.64105
2026-02-11 01:00:00,69201.14,69292.88,68914.73,68982.0,303.52695
2026-02-11 02:00:00,68982.0,69168.52,68603.4,68677.33,398.35346
2026-02-11 03:00:00,68677.34,68751.91,68011.11,68187.99,778.71298
2026-02-11 04:00:00,68188.0,68325.0,67368.0,67584.46,1295.18481
2026-02-11 05:00:00,67584.47,67810.0,67397.86,67404.28,744.08532
2026-02-11 06:00:00,67404.28,67491.84,66557.99,66820.32,1841.79675
2026-02-11 07:00:00,66819.84,67254.6,66652.27,67032.72,1293.95919
2026-02-11 08:00:00,67032.71,67134.42,66793.93,66981.07,871.78483
2026-02-11 09:00:00,66981.08,67110.04,66716.02,66872.03,712.9704
2026-02-11 10:00:00,66872.03,66891.64,66369.49,66531.99,1318.02907
2026-02-11 11:00:00,66531.99,67110.77,66500.84,67053.03,1011.30301
2026-02-11 12:00:00,67053.03,67424.24,66959.67,67133.5,1251.20611
2026-02-11 13:00:00,67133.51,67674.3,66799.58,67454.49,1973.91228
2026-02-11 14:00:00,67454.49,68834.34,66435.62,66584.6,3127.14059
2026-02-11 15:00:00,66584.61,66818.18,65756.0,66519.73,2796.32516
2026-02-11 16:00:00,66519.72,67250.0,65952.0,66039.09,1746.45856
2026-02-11 17:00:00,66039.08,66921.12,65876.0,66518.26,1110.21085
2026-02-11 18:00:00,66518.26,67305.28,66150.66,67275.34,935.25515
2026-02-11 19:00:00,67275.34,67860.44,67105.79,67586.67,1212.94694
2026-02-11 20:00:00,67586.66,67757.7,67190.0,67555.98,514.2706
2026-02-11 21:00:00,67555.98,68369.77,67417.04,67811.17,1823.53852
2026-02-11 22:00:00,67810.2,67872.68,67387.24,67433.14,541.63723
2026-02-11 23:00:00,67433.54,67563.77,66787.7,67082.52,677.99621
2026-02-12 00:00:00,67082.52,67700.0,67055.53,67460.75,581.7604
2026-02-12 01:00:00,67460.75,68047.48,67460.75,67699.01,549.26066
2026-02-12 02:00:00,67699.01,67800.0,67418.0,67439.14,554.16819
2026-02-12 03:00:00,67439.14,67596.0,67306.61,67580.99,415.78114
2026-02-12 04:00:00,67581.0,67682.69,67000.0,67018.4,588.3789
2026-02-12 05:00:00,67018.4,67209.99,66670.45,67141.93,683.92376
2026-02-12 06:00:00,67141.92,67355.93,67014.0,67125.57,830.7495
2026-02-12 07:00:00,67125.57,67330.0,66935.64,67217.72,607.54971
2026-02-12 08:00:00,67217.71,67344.0,66891.6,67141.15,783.02638
2026-02-12 09:00:00,67141.15,67699.1,67050.0,67550.47,644.02356
2026-02-12 10:00:00,67550.46,68026.6,67404.02,68014.01,843.40689
2026-02-12 11:00:00,68014.0,68299.0,67740.0,68076.01,1397.59947
2026-02-12 12:00:00,68076.01,68162.02,67720.0,67865.31,829.25823
2026-02-12 13:00:00,67865.32,68397.5,67680.82,68376.58,960.32991
2026-02-12 14:00:00,68376.58,68410.52,67493.78,67577.02,1431.75163
2026-02-12 15:00:00,67577.02,68000.0,67014.98,67134.74,1602.90239
2026-02-12 16:00:00,67134.74,67232.04,65556.0,65863.37,3193.11571
2026-02-12 17:00:00,65863.38,66265.06,65374.56,65413.99,2100.56023
2026-02-12 18:00:00,65414.0,65800.0,65118.0,65590.95,1612.17039
2026-02-12 19:00:00,65590.95,66117.51,65274.4,65788.36,1027.63649
2026-02-12 20:00:00,65788.36,66042.24,65215.06,65428.56,894.16583
2026-02-12 21:00:00,65428.24,65900.0,65428.24,65849.87,590.26423
2026-02-12 22:00:00,65849.86,66399.94,65643.34,66288.0,642.82133
2026-02-12 23:00:00,66288.01,66488.9,66156.47,66272.17,907.1379
2026-02-13 00:00:00,66272.17,66527.09,65872.46,65918.6,765.38996
2026-02-13 01:00:00,65918.61,66619.9,65918.61,66454.95,771.58544
2026-02-13 02:00:00,66454.95,66759.61,66384.0,66663.08,476.45341
2026-02-13 03:00:00,66663.08,66814.0,66462.4,66553.08,569.96335
2026-02-13 04:00:00,66553.09,66671.62,66308.48,66329.22,462.15015
2026-02-13 05:00:00,66329.22,66502.27,66175.79,66175.79,484.2505
2026-02-13 06:00:00,66175.79,66397.86,66002.98,66359.28,613.96613
2026-02-13 07:00:00,66359.28,66568.47,66050.21,66208.96,868.05316
2026-02-13 08:00:00,66208.96,66747.38,66191.52,66699.96,603.02656
2026-02-13 09:00:00,66699.96,67062.93,66612.86,66959.71,592.93469
2026-02-13 10:00:00,66959.72,67116.0,66800.0,66977.66,516.91289
2026-02-13 11:00:00,66977.66,67226.66,66783.38,67171.42,488.71065
2026-02-13 12:00:00,67171.41,67212.28,66918.38,67084.0,405.35988
2026-02-13 13:00:00,67084.01,67615.34,66938.0,67274.15,1624.06539
2026-02-13 14:00:00,67274.14,68028.45,66867.47,67733.51,1724.03844
2026-02-13 15:00:00,67733.51,69309.8,67692.0,68692.12,3133.0872
2026-02-13 16:00:00,68692.12,69482.97,68540.83,68954.69,1775.68698
2026-02-13 17:00:00,68954.69,69250.25,68636.36,69047.99,921.29676
2026-02-13 18:00:00,69048.0,69411.44,68903.27,69129.99,1063.59333
2026-02-13 19:00:00,69129.99,69236.33,68918.79,68938.91,560.0454
2026-02-13 20:00:00,68938.91,68973.35,68683.32,68777.12,555.3285
2026-02-13 21:00:00,68777.13,69079.4,68731.75,68902.48,463.4195
2026-02-13 22:00:00,68902.48,69000.0,68726.4,68995.28,544.04056
2026-02-13 23:00:00,68995.29,69000.0,68829.2,68853.96,261.19072
2026-02-14 00:00:00,68853.97,69137.5,68768.56,69090.24,447.10398
2026-02-14 01:00:00,69090.25,69108.8,68921.54,68964.51,344.69001
2026-02-14 02:00:00,68964.51,69006.34,68845.6,68884.21,261.74234
